#size		cycles		temp		<E>		<C_v>		<|M|>		<chi>
#20		0		2.40		-inf	nan	inf	nan
20		1		2.40		-1400.000000	-979488.000000	744.000000	-552792.000000
20		2		2.40		-1028.000000	-351360.000000	546.000000	-297570.000000
20		3		2.40		-896.000000	-199392.000000	477.333333	-227369.777778
20		4		2.40		-828.000000	-135672.000000	441.500000	-194480.750000
20		5		2.40		-792.800000	-103581.440000	422.000000	-177662.000000
20		6		2.40		-766.666667	-82903.111111	409.000000	-166872.000000
20		7		2.40		-741.714286	-67324.081633	398.000000	-158006.000000
20		8		2.40		-725.000000	-56953.000000	390.500000	-152099.750000
20		9		2.40		-711.111111	-49081.679012	384.000000	-147072.000000
20		10		2.40		-702.000000	-43426.400000	379.200000	-143413.440000
20		11		2.40		-695.272727	-39025.983471	375.454545	-140590.661157
20		12		2.40		-684.666667	-34536.444444	370.000000	-136530.000000
20		13		2.40		-674.153846	-30553.562130	365.384615	-133140.532544
20		14		2.40		-664.571429	-27177.469388	359.714286	-129034.653061
20		15		2.40		-658.666667	-24877.511111	356.666667	-126854.444444
20		16		2.40		-651.750000	-22605.062500	352.000000	-123552.000000
20		17		2.40		-642.588235	-19932.346021	346.235294	-119532.643599
20		18		2.40		-634.222222	-17635.160494	341.888889	-116546.123457
20		19		2.40		-625.263158	-15262.227147	336.736842	-113054.963989
20		20		2.40		-617.600000	-13383.360000	332.400000	-110157.360000
20		21		2.40		-612.000000	-12118.857143	328.571429	-107630.612245
20		22		2.40		-607.454545	-11134.115702	325.000000	-105300.000000
20		23		2.40		-603.478261	-10302.185255	321.913043	-103306.094518
20		24		2.40		-601.500000	-9782.916667	319.583333	-101813.923611
20		25		2.40		-598.560000	-9184.153600	317.360000	-100400.009600
20		26		2.40		-596.307692	-8704.094675	316.384615	-99782.840237
20		27		2.40		-594.222222	-8268.641975	314.888889	-98840.123457
20		28		2.40		-591.000000	-7693.000000	312.642857	-97432.913265
20		29		2.40		-588.000000	-7175.724138	310.620690	-96174.592152
20		30		2.40		-587.600000	-6931.893333	309.866667	-95707.484444
20		31		2.40		-587.483871	-6707.879292	309.419355	-95430.917794
20		32		2.40		-587.125000	-6494.265625	309.187500	-95287.722656
20		33		2.40		-586.303030	-6275.849403	308.545455	-94891.752066
20		34		2.40		-584.235294	-5950.173010	307.294118	-94122.380623
20		35		2.40		-581.371429	-5501.309388	305.828571	-93225.286531
20		36		2.40		-578.888889	-5132.790123	304.222222	-92246.938272
20		37		2.40		-575.135135	-4486.802045	302.108108	-90967.200877
20		38		2.40		-572.315789	-4074.626039	300.052632	-89731.529086
20		39		2.40		-570.564103	-3853.548981	298.256410	-88658.629849
20		40		2.40		-568.900000	-3649.210000	296.900000	-87852.710000
20		41		2.40		-566.243902	-3278.010708	294.634146	-86514.646044
20		42		2.40		-564.095238	-3010.675737	292.761905	-85416.770975
20		43		2.40		-562.139535	-2780.019470	291.209302	-84511.648459
20		44		2.40		-560.272727	-2566.983471	290.045455	-83836.320248
20		45		2.40		-558.133333	-2308.551111	289.111111	-83296.123457
20		46		2.40		-556.260870	-2100.589792	288.130435	-82731.017013
20		47		2.40		-554.808511	-1958.866455	287.063830	-82118.578542
20		48		2.40		-553.916667	-1880.673611	285.916667	-81462.423611
20		49		2.40		-553.795918	-1841.592670	284.693878	-80765.910037
20		50		2.40		-554.320000	-1791.302400	283.840000	-80281.305600
20		51		2.40		-554.117647	-1754.131488	282.470588	-79507.162630
20		52		2.40		-552.769231	-1627.668639	280.576923	-78442.832840
20		53		2.40		-551.698113	-1537.298683	278.452830	-77257.525810
20		54		2.40		-550.814815	-1467.478738	276.814815	-76349.626886
20		55		2.40		-549.745455	-1379.046612	274.909091	-75300.099174
20		56		2.40		-548.928571	-1317.719388	273.321429	-74431.281888
20		57		2.40		-547.649123	-1202.930132	271.298246	-73331.439828
20		58		2.40		-546.896552	-1149.907253	269.724138	-72481.386445
20		59		2.40		-546.644068	-1126.719908	267.559322	-71320.431485
20		60		2.40		-545.533333	-1035.151111	265.600000	-70277.760000
20		61		2.40		-544.852459	-990.366031	263.901639	-69380.173609
20		62		2.40		-543.870968	-915.629553	262.193548	-68483.263267
20		63		2.40		-542.857143	-837.369615	260.539683	-67620.386495
20		64		2.40		-542.687500	-822.472656	259.250000	-66951.312500
20		65		2.40		-541.230769	-674.007101	257.846154	-66226.792899
20		66		2.40		-540.242424	-600.301194	256.393939	-65481.458219
20		67		2.40		-539.641791	-567.531299	255.014925	-64777.597238
20		68		2.40		-539.000000	-531.588235	253.852941	-64187.462803
20		69		2.40		-538.666667	-516.328502	253.333333	-63924.444444
20		70		2.40		-538.171429	-492.029388	253.028571	-63770.429388
20		71		2.40		-538.535211	-475.835747	253.126761	-63820.030153
20		72		2.40		-539.166667	-440.916667	253.166667	-63840.194444
20		73		2.40		-539.835616	-402.657159	253.315068	-63915.208857
20		74		2.40		-539.513514	-389.642075	253.081081	-63796.952520
20		75		2.40		-540.213333	-348.205511	253.573333	-64045.862044
20		76		2.40		-540.263158	-343.437673	253.894737	-64208.642659
20		77		2.40		-540.623377	-329.115871	254.441558	-64486.065104
20		78		2.40		-540.871795	-320.144642	254.871795	-64704.760026
20		79		2.40		-540.607595	-310.647653	255.113924	-64828.000320
20		80		2.40		-540.450000	-304.802500	255.425000	-64986.505625
20		81		2.40		-540.543210	-300.344460	255.925926	-65242.153635
20		82		2.40		-540.682927	-295.100535	256.414634	-65492.049970
20		83		2.40		-541.445783	-243.825229	257.036145	-65810.543475
20		84		2.40		-542.047619	-210.859410	257.761905	-66183.437642
20		85		2.40		-543.294118	-77.862976	258.729412	-66682.179100
20		86		2.40		-544.093023	-22.706328	259.581395	-67122.919416
20		87		2.40		-545.241379	90.964725	260.574713	-67638.606157
20		88		2.40		-546.454545	217.975207	261.659091	-68203.820764
20		89		2.40		-547.550562	321.236208	262.629213	-68711.474561
20		90		2.40		-548.666667	428.533333	263.555556	-69197.975309
20		91		2.40		-549.670330	514.484724	264.549451	-69721.862335
20		92		2.40		-550.434783	562.071834	265.347826	-70144.120983
20		93		2.40		-551.698925	703.049139	266.322581	-70661.394381
20		94		2.40		-552.382979	739.087370	267.085106	-71067.368945
20		95		2.40		-553.515789	851.933961	268.063158	-71589.793463
20		96		2.40		-554.791667	997.706597	269.041667	-72114.376736
20		97		2.40		-555.670103	1061.499415	269.773196	-72507.804017
20		98		2.40		-556.040816	1063.998334	270.306122	-72795.093711
20		99		2.40		-556.080808	1053.407611	270.626263	-72967.947760
20		100		2.40		-556.320000	1048.537600	270.940000	-73137.543600
20		101		2.40		-556.594059	1045.666895	271.227723	-73293.249877
20		102		2.40		-556.000000	1071.058824	271.352941	-73361.065744
20		103		2.40		-554.951456	1172.803469	271.300971	-73332.915826
20		104		2.40		-554.076923	1240.301775	271.365385	-73367.806583
20		105		2.40		-553.371429	1280.252517	271.371429	-73371.080816
20		106		2.40		-552.377358	1371.933072	271.094340	-73221.046636
20		107		2.40		-550.953271	1574.081929	270.448598	-72871.995633
20		108		2.40		-549.703704	1726.578875	269.333333	-72271.111111
20		109		2.40		-548.844037	1790.553657	268.972477	-72077.220941
