#size		cycles		temp		<E>		<C_v>		<|M|>		<chi>
0	0
1	0
2	0
3	1
4	1
5	1
6	4
7	4
8	4
9	4
10	4
11	5
12	6
13	6
14	7
15	8
16	10
17	10
18	10
19	10
20	12
21	12
22	12
23	12
24	12
25	12
26	12
27	12
28	12
29	12
30	12
31	12
32	12
33	13
34	13
35	14
36	14
37	14
38	14
39	14
40	16
41	16
42	16
43	16
44	16
45	16
46	16
47	16
48	16
49	16
50	16
51	16
52	16
53	16
54	16
55	16
56	16
57	16
58	16
59	16
60	16
61	16
62	16
63	16
64	16
65	18
66	18
67	18
68	18
69	18
70	18
71	21
72	22
73	22
74	23
75	24
76	25
77	26
78	26
79	26
80	26
81	26
82	26
83	26
84	26
85	26
86	27
87	28
88	28
89	28
90	28
91	28
92	28
93	28
94	28
95	28
96	29
97	29
98	29
99	29
100	31
101	32
102	32
103	32
104	32
105	32
106	32
107	32
108	32
109	32
110	32
111	32
112	32
113	32
114	32
115	32
116	32
117	32
118	32
119	32
120	32
121	34
122	35
123	37
124	38
125	38
126	38
127	38
128	38
129	38
130	38
131	38
132	38
133	38
134	38
135	40
136	40
137	40
138	40
139	40
140	40
141	40
142	40
143	40
144	40
145	40
146	40
147	40
148	40
149	40
150	40
151	40
152	40
153	41
154	41
155	42
156	42
157	42
158	42
159	44
160	44
161	44
162	44
163	44
164	44
165	44
166	45
167	46
168	46
169	46
170	48
171	48
172	48
173	49
174	49
175	50
176	54
177	54
178	54
179	54
180	54
181	55
182	56
183	56
184	56
185	56
186	56
187	57
188	58
189	58
190	58
191	58
192	58
193	58
194	58
195	58
196	58
197	58
198	58
199	58
200	58
201	58
202	58
203	58
204	58
205	58
206	58
207	58
208	58
209	58
210	58
211	58
212	58
213	58
214	58
215	58
216	58
217	58
218	58
219	58
220	58
221	58
222	58
223	58
224	58
225	59
226	63
227	63
228	65
229	66
230	67
231	67
232	67
233	68
234	68
235	68
236	68
237	68
238	68
239	68
240	68
241	68
242	68
243	68
244	68
245	69
246	70
247	70
248	70
249	70
250	70
251	71
252	72
253	72
254	72
255	74
256	74
257	74
258	74
259	74
260	74
261	74
262	74
263	74
264	74
265	74
266	74
267	74
268	74
269	74
270	74
271	74
272	74
273	74
274	74
275	75
276	78
277	79
278	80
279	80
280	80
281	80
282	81
283	83
284	83
285	84
286	84
287	84
288	84
289	84
290	84
291	84
292	84
293	84
294	86
295	88
296	88
297	88
298	88
299	88
300	88
301	90
302	91
303	92
304	92
305	92
306	92
307	92
308	92
309	92
310	92
311	93
312	93
313	94
314	94
315	94
316	94
317	94
318	97
319	97
320	98
321	98
322	98
323	98
324	98
325	98
326	98
327	98
328	98
329	98
330	98
331	98
332	98
333	98
334	98
335	98
336	98
337	98
338	98
339	98
340	98
341	98
342	98
343	98
344	98
345	99
346	100
347	101
348	102
349	102
350	102
351	102
352	104
353	104
354	104
355	104
356	104
357	104
358	104
359	104
360	104
361	104
362	104
363	104
364	104
365	104
366	104
367	104
368	104
369	105
370	106
371	106
372	108
373	108
374	108
375	108
376	108
377	108
378	109
379	110
380	110
381	110
382	110
383	111
384	111
385	111
386	112
387	112
388	113
389	113
390	113
391	114
392	114
393	114
394	114
395	114
396	114
397	114
398	114
399	114
400	114
401	114
402	114
403	114
404	114
405	114
406	114
407	114
408	114
409	114
410	118
411	120
412	120
413	120
414	120
415	120
416	120
417	120
418	120
419	120
420	120
421	122
422	122
423	122
424	122
425	122
426	122
427	122
428	122
429	122
430	122
431	122
432	123
433	124
434	124
435	124
436	124
437	124
438	124
439	124
440	124
441	124
442	124
443	124
444	124
445	124
446	124
447	124
448	124
449	124
450	124
451	124
452	125
453	125
454	127
455	127
456	128
457	129
458	130
459	130
460	130
461	131
462	132
463	132
464	132
465	132
466	132
467	132
468	132
469	132
470	132
471	132
472	132
473	132
474	132
475	132
476	132
477	132
478	133
479	134
480	134
481	134
482	134
483	134
484	134
485	134
486	135
487	135
488	136
489	136
490	136
491	136
492	136
493	136
494	136
495	137
496	138
497	138
498	138
499	138
500	138
501	140
502	140
503	140
504	140
505	142
506	142
507	142
508	142
509	142
510	142
511	142
512	142
513	143
514	144
515	144
516	144
517	144
518	144
519	144
520	144
521	144
522	144
523	145
524	147
525	147
