2.250			3105.679775
2.251			3170.295655
2.252			3191.177385
2.253			3165.774635
2.254			3170.629589
2.255			3158.924757
2.256			3119.775967
2.257			3203.784845
2.258			3221.345684
2.259			3185.613220
2.260			3211.177008
2.261			3216.628233
2.262			3282.901723
2.263			3286.750488
2.264			3269.299926
2.265			3289.532941
2.266			3318.650869
2.267			3288.889164
2.268			3303.053174
2.269			3323.801308
2.270			3354.279514
2.271			3360.497742
2.272			3313.422825
2.273			3339.184347
2.274			3376.991101
2.275			3408.408142
2.276			3341.769374
2.277			3403.932421
2.278			3390.791035
2.279			3370.282715
2.280			3364.921646
2.281			3416.810712
2.282			3407.066882
2.283			3425.852895
2.284			3474.991745
2.285			3468.974354
2.286			3439.131199
2.287			3472.275651
2.288			3442.259801
2.289			3409.417971
2.290			3513.992242
2.291			3474.850399
2.292			3433.447134
2.293			3514.798666
2.294			3437.883453
2.295			3424.990792
2.296			3491.673390
2.297			3522.121987
2.298			3537.824131
2.299			3517.066283
2.300			3548.954485
2.301			3582.965662
2.302			3506.361232
2.303			3523.419774
2.304			3540.138536
2.305			3534.475656
2.306			3550.234336
2.307			3550.824523
2.308			3554.802007
2.309			3584.976868
2.310			3581.714999
2.311			3569.805186
2.312			3539.421857
2.313			3578.218605
2.314			3568.753906
2.315			3527.746911
2.316			3539.769661
2.317			3564.587812
2.318			3556.209244
2.319			3593.430194
2.320			3600.813315
2.321			3606.620518
2.322			3562.602442
2.323			3550.704932
2.324			3607.889839
2.325			3596.843216
2.326			3567.934994
2.327			3566.832571
2.328			3572.816073
2.329			3581.177575
2.330			3562.379075
2.331			3536.122019
2.332			3601.471068
2.333			3561.087944
2.334			3582.887987
2.335			3604.154886
2.336			3588.223972
2.337			3580.878483
2.338			3562.131935
2.339			3606.882164
2.340			3609.255808
2.341			3549.104719
2.342			3539.942040
2.343			3603.810539
2.344			3558.073720
2.345			3559.072344
2.346			3578.750713
2.347			3505.435792
2.348			3537.302114
2.349			3518.188572
2.350			3558.003476
